hgnc_id	approved_symbol	approved_name	status	previous_symbols	alias_symbols	accession_numbers	refseq_ids	alias_names	ensembl_gene_id	ncbi_gene_id
HGNC:28063	ZNF766	zinc finger protein 766	Approved			AK024074	NM_001010851		ENSG00000196214	90321
HGNC:21884	ZNF767P	"zinc finger family member 767, pseudogene"	Approved	ZNF767	FLJ12700	AK022762			ENSG00000133624	79970
HGNC:26273	ZNF768	zinc finger protein 768	Approved		FLJ23436	BC013760	NM_024671		ENSG00000169957	79724
HGNC:26061	ZNF770	zinc finger protein 770	Approved		"FLJ20582, PRO1914"	BC071603	NM_014106		ENSG00000198146	54989
HGNC:29653	ZNF771	zinc finger protein 771	Approved		DSC43	BC026192	NM_016643		ENSG00000179965	51333
HGNC:33106	ZNF772	zinc finger protein 772	Approved		DKFZp686I1569	BX647068	NM_001024596		ENSG00000197128	400720
HGNC:30487	ZNF773	zinc finger protein 773	Approved	ZNF419B	MGC4728	BC005167	NM_198542		ENSG00000152439	374928
HGNC:33108	ZNF774	zinc finger protein 774	Approved		MGC75360	BC067279	NM_001004309		ENSG00000196391	342132
HGNC:28501	ZNF775	zinc finger protein 775	Approved		MGC33584	BC038111	NM_173680		ENSG00000196456	285971
HGNC:41202	ZNF775-AS1	ZNF775 antisense RNA 1	Approved						ENSG00000239377	105375564
HGNC:26765	ZNF776	zinc finger protein 776	Approved		FLJ38288	AK095607	NM_173632		ENSG00000152443	284309
HGNC:22213	ZNF777	zinc finger protein 777	Approved		KIAA1285	AB033111	NM_015694		ENSG00000196453	27153
HGNC:26479	ZNF778	zinc finger protein 778	Approved		FLJ31875	AK056437	NM_182531		ENSG00000170100	197320
HGNC:27603	ZNF780A	zinc finger protein 780A	Approved		ZNF780	AK091274	NM_001010880		ENSG00000197782	284323
HGNC:33109	ZNF780B	zinc finger protein 780B	Approved	ZNF779		AK127063	NM_001005851		ENSG00000128000	163131
HGNC:26745	ZNF781	zinc finger protein 781	Approved		FLJ37549	AK097019	NM_152605		ENSG00000196381	163115
HGNC:33110	ZNF782	zinc finger protein 782	Approved		FLJ16636	AK131468	NM_001001662		ENSG00000196597	158431
HGNC:27222	ZNF783	zinc finger family member 783	Approved		DKFZp667J212	AK131504	NM_001195220		ENSG00000204946	100289678
HGNC:33111	ZNF784	zinc finger protein 784	Approved		MGC75238	AK074859	NM_203374		ENSG00000179922	147808
HGNC:26496	ZNF785	zinc finger protein 785	Approved		FLJ32130	BC040642	NM_152458		ENSG00000197162	146540
HGNC:21806	ZNF786	zinc finger protein 786	Approved		DKFZp762I137	"AK095701, AL834510"	NM_152411		ENSG00000197362	136051
HGNC:26998	ZNF787	zinc finger protein 787	Approved			"BC077728, AF000560"	NM_001002836		ENSG00000142409	126208
HGNC:33112	ZNF788P	"zinc finger family member 788, pseudogene"	Approved	ZNF788	FLJ46419	AI566055	XM_930581		ENSG00000214189	388507
HGNC:27801	ZNF789	zinc finger protein 789	Approved			AK093141	NM_213603		ENSG00000198556	285989
HGNC:33114	ZNF790	zinc finger protein 790	Approved		"MGC62100, FLJ20350"	BC057245	NM_206894		ENSG00000197863	388536
HGNC:27617	ZNF790-AS1	ZNF790 antisense RNA 1	Approved				NR_040027			284408
HGNC:26895	ZNF791	zinc finger protein 791	Approved		FLJ90396	AK074877	NM_153358		ENSG00000173875	163049
HGNC:24751	ZNF792	zinc finger protein 792	Approved		FLJ38451	AK095770	NM_175872		ENSG00000180884	126375
HGNC:33115	ZNF793	zinc finger protein 793	Approved			AK131417	NM_001013659		ENSG00000188227	390927
HGNC:51303	ZNF793-AS1	ZNF793 antisense RNA 1 (head to head)	Approved				NR_110723		ENSG00000266916	101927720
HGNC:28071	ZNF799	zinc finger protein 799	Approved	ZNF842	"HIT-40, MGC71805"	BC009517	NM_001080821		ENSG00000196466	90576
HGNC:27267	ZNF800	zinc finger protein 800	Approved			AF218032	NM_176814		ENSG00000048405	168850
HGNC:21711	ZNF804A	zinc finger protein 804A	Approved	C2orf10		AF052145	NM_194250		ENSG00000170396	91752
HGNC:21958	ZNF804B	zinc finger protein 804B	Approved		FLJ32110	AK056672	NM_181646		ENSG00000182348	219578
HGNC:23272	ZNF805	zinc finger protein 805	Approved			AF024708	NM_001023563		ENSG00000204524	390980
HGNC:33228	ZNF806	zinc finger protein 806	Approved				NM_001304449		ENSG00000018607	646915
HGNC:33229	ZNF807P	"zinc finger protein 807, pseudogene"	Approved	ZNF807	ZNF181P1		NR_146880		ENSG00000248830	100129800
HGNC:33230	ZNF808	zinc finger protein 808	Approved			CR749856	NM_001039886		ENSG00000198482	388558
HGNC:33242	ZNF812P	"zinc finger protein 812, pseudogene"	Approved	ZNF812					ENSG00000224689	729648
HGNC:33257	ZNF813	zinc finger protein 813	Approved		FLJ16542	AK091460	NM_001004301		ENSG00000198346	126017
HGNC:33258	ZNF814	zinc finger protein 814	Approved				NM_001144989		ENSG00000204514	730051
HGNC:22029	ZNF815P	"zinc finger protein 815, pseudogene"	Approved	ZNF815	FLJ38969	AK096288			ENSG00000235944	401303
HGNC:26995	ZNF816	zinc finger protein 816	Approved	ZNF816A		BC063805	NM_001031665		ENSG00000180257	125893
HGNC:38879	ZNF816-ZNF321P	ZNF816-ZNF321P readthrough	Approved	ZNF816-ZNF321		AK316503	NM_001202473		ENSG00000221874	100529240
HGNC:33265	ZNF818P	"zinc finger protein 818, pseudogene"	Approved	ZNF818	FLJ46385	AK128250	XR_040819		ENSG00000269001	390963
HGNC:28043	ZNF821	zinc finger protein 821	Approved			AF070588	NM_017530		ENSG00000102984	55565
HGNC:30936	ZNF823	zinc finger protein 823	Approved		HSZFP36	X51760	NM_001080493	ZFP 36 for a zinc finger protein	ENSG00000197933	55552
HGNC:33875	ZNF826P	"zinc finger protein 826, pseudogene"	Approved	ZNF826	FLJ44894	BC016785	NM_001039884		ENSG00000231205	664701
HGNC:27193	ZNF827	zinc finger protein 827	Approved			AK091130	NM_178835		ENSG00000151612	152485
HGNC:34032	ZNF829	zinc finger protein 829	Approved		DKFZp779O175	BC107131	NM_001037232		ENSG00000185869	374899
HGNC:28291	ZNF830	zinc finger protein 830	Approved	CCDC16	"MGC20398, OMCG1"	AK055707	NM_052857	orphan maintenance of genome 1	ENSG00000198783	91603
HGNC:16167	ZNF831	zinc finger protein 831	Approved	C20orf174	dJ492J12.1	AL121919	NM_178457		ENSG00000124203	128611
HGNC:33819	ZNF833P	"zinc finger protein 833, pseudogene"	Approved	ZNF833		BC137336	NM_001013691		ENSG00000267343	401898
HGNC:34332	ZNF835	zinc finger protein 835	Approved		BC37295_3	AK023017	NM_001005850		ENSG00000127903	90485
HGNC:34333	ZNF836	zinc finger protein 836	Approved		FLJ16287	BC011784	NM_001102657		ENSG00000196267	162962
HGNC:25164	ZNF837	zinc finger protein 837	Approved			BC012365	NM_138466		ENSG00000152475	116412
HGNC:20345	ZNF839	zinc finger protein 839	Approved	C14orf131		AK093342	NM_018335		ENSG00000022976	55778
HGNC:38455	ZNF839P1	zinc finger protein 839 pseudogene 1	Approved						ENSG00000217896	100419733
HGNC:34344	ZNF840P	"zinc finger protein 840, pseudogene"	Approved	"C20orf157, ZNF840"	dJ981L23.3				ENSG00000184617	100533646
HGNC:27611	ZNF841	zinc finger protein 841	Approved		LOC284371	AK131409	NM_001352298		ENSG00000197608	284371
HGNC:28710	ZNF843	zinc finger protein 843	Approved		MGC46336	BC036762	NM_001136509		ENSG00000176723	283933
HGNC:25932	ZNF844	zinc finger protein 844	Approved		FLJ14959	AL832297			ENSG00000223547	284391
HGNC:25112	ZNF845	zinc finger protein 845	Approved			BC007307	NM_001321524		ENSG00000213799	91664
HGNC:27260	ZNF846	zinc finger protein 846	Approved			AK097652	NM_001077624		ENSG00000196605	162993
HGNC:34384	ZNF847P	"zinc finger protein 847, pseudogene"	Approved		gm127				ENSG00000215812	401983
HGNC:34387	ZNF848P	"zinc finger protein 848, pseudogene"	Approved							100380945
HGNC:34389	ZNF849P	"zinc finger protein 849, pseudogene"	Approved				XM_001719785		ENSG00000198153	100130108
HGNC:27994	ZNF850	zinc finger protein 850	Approved	ZNF850P		BC052603	NM_001193552		ENSG00000267041	342892
HGNC:27713	ZNF852	zinc finger protein 852	Approved			BC014381	NM_001287349		ENSG00000178917	285346
HGNC:21767	ZNF853	zinc finger protein 853	Approved		DKFZp434J1015	AL133055	NM_017560		ENSG00000236609	54753
HGNC:34507	ZNF859P	"zinc finger protein 859, pseudogene"	Approved						ENSG00000215887	100507490
HGNC:34513	ZNF860	zinc finger protein 860	Approved			AK294003			ENSG00000197385	344787
HGNC:34514	ZNF861P	"zinc finger protein 861, pseudogene"	Approved						ENSG00000267235	100302737
HGNC:34519	ZNF862	zinc finger protein 862	Approved			AB011115	NM_001099220		ENSG00000106479	643641
HGNC:35156	ZNF863P	"zinc finger protein 863, pseudogene"	Approved						ENSG00000236538	100419682
HGNC:38705	ZNF865	zinc finger protein 865	Approved				NM_001195605		ENSG00000261221	100507290
HGNC:4928	ZNF875	zinc finger protein 875	Approved	HKR1		M20675	NM_181786	oncogene HKR1	ENSG00000181666	284459
HGNC:32472	ZNF876P	"zinc finger protein 876, pseudogene"	Approved			BC028359	NR_027481		ENSG00000198155	642280
HGNC:38697	ZNF877P	"zinc finger protein 877, pseudogene"	Approved						ENSG00000226875	
HGNC:37246	ZNF878	zinc finger protein 878	Approved				NM_001080404		ENSG00000257446	729747
HGNC:37273	ZNF879	zinc finger protein 879	Approved		DKFZp686E2433	AK300504	NM_001136116		ENSG00000234284	345462
HGNC:37249	ZNF880	zinc finger protein 880	Approved			BC058819	NM_001145434		ENSG00000221923	400713
HGNC:27271	ZNF883	zinc finger protein 883	Approved			AK095843	NM_001101338		ENSG00000228623	169834
HGNC:38421	ZNF884P	"zinc finger protein 884, pseudogene"	Approved							100419729
HGNC:38456	ZNF885P	"zinc finger protein 885, pseudogene"	Approved						ENSG00000228764	100419734
HGNC:38420	ZNF886P	"zinc finger protein 886, pseudogene"	Approved						ENSG00000232522	100419728
HGNC:38700	ZNF887P	"zinc finger protein 887, pseudogene"	Approved	ZNF887					ENSG00000267500	100419709
HGNC:38695	ZNF888	zinc finger protein 888	Approved				NM_001310127		ENSG00000213793	388559
HGNC:38691	ZNF890P	"zinc finger protein 890, pseudogene"	Approved				NR_034163		ENSG00000159904	645700
HGNC:38709	ZNF891	zinc finger protein 891	Approved						ENSG00000214029	101060200
HGNC:39250	ZNF962P	"zinc finger protein 962, pseudogene"	Approved				NG_023215		ENSG00000215604	729501
HGNC:42025	ZNF965P	"zinc finger protein 965, pseudogene"	Approved						ENSG00000227784	100132598
HGNC:44091	ZNF968P	"zinc finger protein 968, pseudogene"	Approved				NG_025794			100419756
HGNC:44211	ZNF969P	"zinc finger protein 969, pseudogene"	Approved						ENSG00000251046	100130995
HGNC:44511	ZNF970P	"zinc finger protein 970, pseudogene"	Approved						ENSG00000258368	105369729
HGNC:51848	ZNF971P	"zinc finger protein 971, pseudogene"	Approved						ENSG00000214581	100419895
HGNC:29271	ZNFX1	zinc finger NFX1-type containing 1	Approved		"KIAA1404, FLJ11277"	AK022641	NM_021035		ENSG00000124201	57169
HGNC:21688	ZNHIT1	zinc finger HIT-type containing 1	Approved	ZNFN4A1	"CG1I, H_DJ0747G18.14"	AF093571	NM_006349	putative cyclin G1 interacting protein	ENSG00000106400	10467
HGNC:44474	ZNHIT1P1	zinc finger HIT-type containing 1 pseudogene 1	Approved						ENSG00000253421	100288248
HGNC:1177	ZNHIT2	zinc finger HIT-type containing 2	Approved	C11orf5	FON		NM_014205		ENSG00000174276	741
HGNC:12309	ZNHIT3	zinc finger HIT-type containing 3	Approved	TRIP3	Hit1	L40410	NM_004773		ENSG00000273611	9326
HGNC:26089	ZNHIT6	zinc finger HIT-type containing 6	Approved	C1orf181	"FLJ20729, NY-BR-75, BCD1"	AL442074	NM_017953	box C/D snoRNA essential 1 homolog (S. cerevisiae)	ENSG00000117174	54680
HGNC:54438	ZNNT1	ZNF706 neighboring transcript 1	Approved						ENSG00000261087	
HGNC:13924	ZNRD1ASP	"zinc ribbon domain containing 1 antisense, pseudogene"	Approved	"C6orf12, NCRNA00171, ZNRD1AS, ZNRD1-AS, ZNRD1-AS1, HCG8"	"HTEX4, Em:AB023056.3, HCGVIII, HCGVIII-1"	AF032110	NR_026751		ENSG00000204623	80862
HGNC:11328	ZNRD2	zinc ribbon domain containing 2	Approved	SSSCA1	p27	AB001740	NM_006396		ENSG00000173465	10534
HGNC:27384	ZNRD2-DT	ZNRD2 divergent transcript	Approved	"SSSCA1-AS1, ZNRD2-AS1"					ENSG00000260233	254100
HGNC:18452	ZNRF1	zinc and ring finger 1	Approved		"nin283, FLJ14846, DKFZp434E229"	AF378524			ENSG00000186187	84937
HGNC:22316	ZNRF2	zinc and ring finger 2	Approved		RNF202	AF513707	NM_147128		ENSG00000180233	223082
HGNC:42792	ZNRF2P1	zinc and ring finger 2 pseudogene 1	Approved				NR_003502		ENSG00000237004	441208
HGNC:42793	ZNRF2P2	zinc and ring finger 2 pseudogene 2	Approved				NR_027347		ENSG00000225264	100271874
HGNC:45113	ZNRF2P3	zinc and ring finger 2 pseudogene 3	Approved				NG_011590		ENSG00000235924	100130879
HGNC:18126	ZNRF3	zinc and ring finger 3	Approved		"KIAA1133, BK747E2.3, FLJ22057, RNF203"	AB051436	NM_001206998		ENSG00000183579	84133
HGNC:41927	ZNRF3-AS1	ZNRF3 antisense RNA 1	Approved						ENSG00000177993	100874123
HGNC:41440	ZNRF3-IT1	ZNRF3 intronic transcript 1	Approved						ENSG00000235786	
HGNC:17726	ZNRF4	zinc and ring finger 4	Approved		"spzn, Ssrzf1, RNF204"	AK098722	NM_181710	"sperizin, ""nixin"""	ENSG00000105428	148066
HGNC:13187	ZP1	zona pellucida glycoprotein 1	Approved			BC067899	NM_207341		ENSG00000149506	22917
HGNC:13188	ZP2	zona pellucida glycoprotein 2	Approved		ZPA	M90366			ENSG00000103310	7783
HGNC:13189	ZP3	zona pellucida glycoprotein 3	Approved	"ZP3A, ZP3B"	"ZP3-424, ZP3-372, ZPC"	M60504			ENSG00000188372	7784
HGNC:50856	ZP3P1	ZP3 pseudogene 1	Approved						ENSG00000250013	100421623
HGNC:50857	ZP3P2	ZP3 pseudogene 2	Approved						ENSG00000226066	100421642
HGNC:15770	ZP4	zona pellucida glycoprotein 4	Approved		ZPB	U05781			ENSG00000116996	57829
HGNC:51635	ZPAXP	"zona pellucida glycoprotein AX, pseudogene"	Approved							105373450
HGNC:15662	ZPBP	zona pellucida binding protein	Approved		"SP38, ZPBP1"	D17570	NM_007009		ENSG00000042813	11055
HGNC:20678	ZPBP2	zona pellucida binding protein 2	Approved		"ZPBPL, MGC41930"	BC043152	NM_198844		ENSG00000186075	124626
HGNC:27022	ZPLD1	zona pellucida like domain containing 1	Approved			AY090780	NM_175056		ENSG00000170044	131368
HGNC:54510	ZPLD2P	"zona pellucida like domain containing 2, pseudogene"	Approved						ENSG00000236155	101928303
HGNC:13051	ZPR1	ZPR1 zinc finger	Approved	ZNF259		AF019767	NM_003904		ENSG00000109917	8882
HGNC:13052	ZPR1P1	ZPR1 pseudogene 1	Approved	"ZNF259P, ZNF259P1"	354J5	Z95118	NG_009460		ENSG00000219565	442240
HGNC:18224	ZRANB1	zinc finger RANBP2-type containing 1	Approved		TRABID	AJ252060	NM_017580		ENSG00000019995	54764
HGNC:13058	ZRANB2	zinc finger RANBP2-type containing 2	Approved	ZNF265	"ZIS, ZIS1, ZIS2"	AF065391	NM_203350		ENSG00000132485	9406
HGNC:43594	ZRANB2-AS1	ZRANB2 antisense RNA 1	Approved			BC070115	NR_038420		ENSG00000235079	100132618
HGNC:43595	ZRANB2-DT	ZRANB2 divergent transcript	Approved	ZRANB2-AS2		BC054887			ENSG00000229956	100852410
HGNC:25249	ZRANB3	zinc finger RANBP2-type containing 3	Approved		"DKFZP434B1727, AH2"	AL136824	NM_032143	annealing helicase 2	ENSG00000121988	84083
HGNC:23019	ZRSR2	"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"	Approved	U2AF1L2	"U2AF1-RS2, URP, ZC3H22"	BC050451	NM_005089		ENSG00000169249	8233
HGNC:12456	ZRSR2P1	ZRSR2 pseudogene 1	Approved	"U2AFBPL, U2AF1P, U2AF1L1, ZRSR1"	"U2AF1-RS1, U2AF1RS1, ZC3H21"	D49676	NG_005419	U2(RNU2) small nuclear RNA auxiliary factor pseudogene 1	ENSG00000212643	7310
HGNC:23712	ZSCAN1	zinc finger and SCAN domain containing 1	Approved		"FLJ33779, ZNF915"	AK091098	NM_182572		ENSG00000152467	284312
HGNC:20994	ZSCAN2	zinc finger and SCAN domain containing 2	Approved	ZFP29	"FLJ20595, ZNF854"	BC041620	NM_017894		ENSG00000176371	54993
HGNC:23709	ZSCAN4	zinc finger and SCAN domain containing 4	Approved	ZNF494	FLJ35105	AK092424	NM_152677		ENSG00000180532	201516
HGNC:23710	ZSCAN5A	zinc finger and SCAN domain containing 5A	Approved	"ZNF495, ZSCAN5"	MGC4161	AK098700	NM_024303		ENSG00000131848	79149
HGNC:55294	ZSCAN5A-AS1	ZSCAN5A antisense RNA 1	Approved						ENSG00000267549	112268243
HGNC:34246	ZSCAN5B	zinc finger and SCAN domain containing 5B	Approved		"ZNF495B, ZNF371"		NM_001080456		ENSG00000197213	342933
HGNC:34294	ZSCAN5C	zinc finger and SCAN domain containing 5C	Approved	ZSCAN5CP	ZNF495C		NG_012782		ENSG00000204532	649137
HGNC:37706	ZSCAN5DP	zinc finger and SCAN domain containing 5D pseudogene	Approved	ZSCAN5D	ZNF495D		NG_033860		ENSG00000267908	646698
HGNC:12984	ZSCAN9	zinc finger and SCAN domain containing 9	Approved	ZNF193	PRD51	U62392	NM_006299		ENSG00000137185	7746
HGNC:12997	ZSCAN10	zinc finger and SCAN domain containing 10	Approved	ZNF206		AA206569	NM_032805		ENSG00000130182	84891
HGNC:13172	ZSCAN12	zinc finger and SCAN domain containing 12	Approved	"ZNF305, ZNF96"	"KIAA0426, ZNF29K1, ZFP96, dJ29K1.2"	AB007886	NM_014724		ENSG00000158691	9753
HGNC:13850	ZSCAN12P1	zinc finger and SCAN domain containing 12 pseudogene 1	Approved	"ZNF305P1, ZNF96P1, ZNF96L1, ZSCAN12L1"	"ZNF187p1, dJ313I6.7"	BC040524	NR_024063		ENSG00000219891	221584
HGNC:20813	ZSCAN16	zinc finger and SCAN domain containing 16	Approved	"ZNF392, ZNF435"	"FLJ22191, dJ265C24.3"	AK025844	NM_025231		ENSG00000196812	80345
HGNC:48982	ZSCAN16-AS1	ZSCAN16 antisense RNA 1	Approved						ENSG00000269293	100129195
HGNC:21037	ZSCAN18	zinc finger and SCAN domain containing 18	Approved	ZNF447	FLJ12895	"AY280799, AY279352"	NM_023926		ENSG00000121413	65982
HGNC:13093	ZSCAN20	zinc finger and SCAN domain containing 20	Approved	"ZNF360, ZNF31"	KOX29	X52360	NM_145238		ENSG00000121903	7579
HGNC:13104	ZSCAN21	zinc finger and SCAN domain containing 21	Approved	ZNF38	"DKFZp434L134, NY-REN-21, Zipro1"	AL136865	NM_145914		ENSG00000166529	7589
HGNC:4929	ZSCAN22	zinc finger and SCAN domain containing 22	Approved	"ZNF50, HKR2"		M20675	NM_181846	oncogene HKR2	ENSG00000182318	342945
HGNC:21193	ZSCAN23	zinc finger and SCAN domain containing 23	Approved	"ZNF453, ZNF390"	dJ29K1.3.1	AK092117	NM_001012455		ENSG00000187987	222696
HGNC:21961	ZSCAN25	zinc finger and SCAN domain containing 25	Approved	ZNF498	FLJ32468	AK057030	NM_145115		ENSG00000197037	221785
HGNC:12978	ZSCAN26	zinc finger and SCAN domain containing 26	Approved	ZNF187	SRE-ZBP	Z11773	NM_007151		ENSG00000197062	7741
HGNC:26673	ZSCAN29	zinc finger and SCAN domain containing 29	Approved	ZNF690	"FLJ35867, Zfp690"	AF525399	NM_152455		ENSG00000140265	146050
HGNC:33517	ZSCAN30	zinc finger and SCAN domain containing 30	Approved	ZNF397OS	ZNF917	AY234408	NM_001112734		ENSG00000186814	100101467
HGNC:14097	ZSCAN31	zinc finger and SCAN domain containing 31	Approved	"ZNF310P, ZNF323"			NM_030899		ENSG00000235109	64288
HGNC:20812	ZSCAN32	zinc finger and SCAN domain containing 32	Approved	ZNF434	FLJ20417	AK000424	NM_017810		ENSG00000140987	54925
HGNC:16155	ZSWIM1	zinc finger SWIM-type containing 1	Approved	C20orf162	dJ337O18.5	AL008726	NM_080603		ENSG00000168612	90204
HGNC:30990	ZSWIM2	zinc finger SWIM-type containing 2	Approved		"MGC33890, ZZZ2, MEX"	AK128006	NM_182521		ENSG00000163012	151112
HGNC:16157	ZSWIM3	zinc finger SWIM-type containing 3	Approved	C20orf164	"dJ337O18.7, PPP1R174"	AL008726	NM_080752	"protein phosphatase 1, regulatory subunit 174"	ENSG00000132801	140831
HGNC:25704	ZSWIM4	zinc finger SWIM-type containing 4	Approved		FLJ12221	AK022283	NM_023072		ENSG00000132003	65249
HGNC:29299	ZSWIM5	zinc finger SWIM-type containing 5	Approved		KIAA1511	AB040944	NM_020883		ENSG00000162415	57643
HGNC:43768	ZSWIM5P1	zinc finger SWIM-type containing 5 pseudogene 1	Approved						ENSG00000235430	100130110
HGNC:43769	ZSWIM5P2	zinc finger SWIM-type containing 5 pseudogene 2	Approved						ENSG00000231258	100132201
HGNC:43770	ZSWIM5P3	zinc finger SWIM-type containing 5 pseudogene 3	Approved						ENSG00000248958	391697
HGNC:29316	ZSWIM6	zinc finger SWIM-type containing 6	Approved		KIAA1577	BC039438	NM_020928		ENSG00000130449	57688
HGNC:26993	ZSWIM7	zinc finger SWIM-type containing 7	Approved		SWS1	AK093384	NM_001042697	SWIM domain containing Srs2 interacting protein 1	ENSG00000214941	125150
HGNC:23528	ZSWIM8	zinc finger SWIM-type containing 8	Approved	KIAA0913	4832404P21Rik	"BC151206, BC040726"	NM_001242487		ENSG00000214655	23053
HGNC:45103	ZSWIM8-AS1	ZSWIM8 antisense RNA 1	Approved				NR_038357		ENSG00000272589	100507331
HGNC:34495	ZSWIM9	zinc finger SWIM-type containing 9	Approved	C19orf68	LOC374920	BC043386	NM_199341		ENSG00000185453	374920
HGNC:21224	ZUP1	zinc finger containing ubiquitin peptidase 1	Approved	"C6orf113, ZUFSP"	dJ412I7.3	AK054582	NM_145062		ENSG00000153975	221302
HGNC:13194	ZW10	zw10 kinetochore protein	Approved		KNTC1AP	U54996	NM_004724		ENSG00000086827	9183
HGNC:25468	ZWILCH	zwilch kinetochore protein	Approved		"FLJ10036, KNTC1AP"	AK023175	NM_017975		ENSG00000174442	55055
